parkcode,name,latitude,longitude,description,activities,weatherInfo
shen,Shenandoah,38.49236644,-78.46907715,"Just 75 miles from the bustle of Washington, D.C., Shenandoah National Park is a land bursting with cascading waterfalls, spectacular vistas, fields of wildflowers, and quiet wooded hollows. With over 200,000 acres of protected lands that are haven to deer, songbirds, and black bear, there's so much to explore...and your journey begins right here!",Astronomy|Stargazing|Biking|Road Biking|Camping|Backcountry Camping|Car or Front Country Camping|Group Camping|RV Camping|Climbing|Rock Climbing|Fishing|Food|Dining|Picnicking|Hands-On|Citizen Science|Hiking|Horse Trekking|Horseback Riding|Junior Ranger Program|Wildlife Watching|Birdwatching|Museum Exhibits|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"Shenandoah National Park has four very distinct seasons. Spring typically brings mild temperatures, rain, and wildflowers. Summer brings lush green forests, but can be hot and very humid. Fall follows with cooler temperatures and spectacular fall foliage. Winter can bring snow and ice. The park spans roughly 100 miles, which means that weather can vary greatly depending on your location. The mountain is usually 10°F cooler than the valley below. Always check the forecast, dress in layers, and be prepared."
shil,Shiloh,35.13850907,-88.3421072,"Visit the sites of the most epic struggle in the Western Theater of the Civil War. Nearly 110,000 American troops clashed in a bloody contest that resulted in 23,746 casualties; more casualties than in all of America's previous wars combined. Explore both the Shiloh and Corinth battlefields to discover the impact of this struggle on the soldiers and on the nation.",Arts and Culture|Cultural Demonstrations|Auto and ATV|Scenic Driving|Biking|Road Biking|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Self-Guided Tours - Auto|Living History|Historic Weapons Demonstration|Junior Ranger Program|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store,Shiloh National Military Park traditionally experiences mild winters and hot summers with an average high of 90 degrees in the summer and 50 in winter; average lows in the winter are 34 degrees but single digits are not unusual. Rainfall in the area averages 57 inches a year with an additional 2-3 inches of ice/snow and violent thunderstorms can take place at any time of year.
sitk,Sitka,57.04718173,-135.3156876,"On an island amid towering spruce and hemlock, Sitka National Historical Park preserves the site of a battle between invading Russian traders and indigenous Kiks.ádi Tlingit. Park visitors are awed by Tlingit and Haida totem poles standing along the park’s scenic coastal trail, and the restored Russian Bishop’s House speaks of Russia’s little known colonial legacy in North America.",Arts and Culture|Craft Demonstrations|Fishing|Food|Picnicking|Guided Tours|Hands-On|Citizen Science|Hiking|Hunting and Gathering|Gathering and Foraging|Junior Ranger Program|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits,"Sitka experiences a temperate maritime climate, characterized by heavy precipitation and a small temperature range between seasons. Summer temperatures range from high 50s to high 60s F with frequent rain. Winter is rainy and snowy with temperatures from the high teens to the 40s F. Well prepared visitors will have rain gear and layered clothing at any time of year."
slbe,Sleeping Bear Dunes,44.92844962,-86.02706591,"Miles of sand beach, bluffs that tower 450’ above Lake Michigan, lush forests, clear inland lakes, unique flora and fauna make up the natural world of Sleeping Bear Dunes. High dunes afford spectacular views across the lake. An island lighthouse, US Life-Saving Service stations, coastal villages, and picturesque farmsteads reflect the park’s rich maritime, agricultural, and recreational history.",Astronomy|Stargazing|Biking|Camping|Backcountry Camping|Group Camping|Fishing|Guided Tours|Self-Guided Tours - Walking|Self-Guided Tours - Auto|Hiking|Hunting and Gathering|Hunting|Paddling|Junior Ranger Program|Tubing|River Tubing|Skiing|Cross-Country Skiing|Snowshoeing|Swimming|Freshwater Swimming,"Spring: Temperatures usually range from 40 F to 70 F. Rain is common. Summer: Temperatures usually range from from 50 F to 83 F. Rain and sun are equally common. On very sunny days, be prepared with plenty of water--heat exhaustion is common, especially when hiking on the dunes. Fall: Temperatures range from 40 F to 70 F. Fall foliage is at its peak around mid September. Winter: Temperatures range from 15 F to 40 F. Snow is common and is on the ground for most of the winter. Dress in warm layers."
spar,Springfield Armory,42.1086368,-72.57967415,"For nearly two centuries, the US Armed Forces and American industry looked to Springfield Armory for innovative engineering and superior firearms. Springfield Armory National Historic Site commemorates the critical role of the nation’s first armory by preserving and interpreting the world's largest historic US military small arms collection, along with historic archives, buildings, and landscapes.",Cultural Demonstrations|Guided Tours|Historic Weapons Demonstration|Junior Ranger Program|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store,"Springfield Armory National Historic Site is situated in the heart of Western Massachusetts and the Pioneer Valley. Our year is marked by four distinct seasons. Summers tend to be pleasant, but can at times be very hot and very humid. Autumn features brilliant foliage and cooler, calmer weather. Winter storms are capable of closing the park and can make travel dangerous. Springtime in New England is pleasant."
stsp,Star-Spangled Banner,39.2872505188,-76.6034317017,"For three years the young United States was embroiled in the War of 1812 and the Chesapeake Bay region felt the brunt of it, choked by shipping blockades and ravaged by enemy raids. Through sites and landscapes in Virginia, the District of Columbia, and Maryland, the Trail tells the stories of the events, people, and places that led to the birth of the U.S. national anthem.",Arts and Culture|Biking|Mountain Biking|Road Biking|Boating|Camping|Compass and GPS|Geocaching|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Self-Guided Tours - Auto|Hiking|Front-Country Hiking|Living History|Reenactments|Paddling|Canoeing|Kayaking|Junior Ranger Program|Museum Exhibits,Weather can be extremely Cold or Hot in winter/summer. Fall and Spring pleasant.
stli,Statue Of Liberty,40.6898,-74.0451,"""The Statue of Liberty Enlightening the World"" was a gift of friendship from the people of France to the United States and is recognized as a universal symbol of freedom and democracy. The Statue of Liberty was dedicated on October 28, 1886. It was designated as a National Monument in 1924. Employees of the National Park Service have been caring for the colossal copper statue since 1933.",Food|Dining|Picnicking|Guided Tours|Self-Guided Tours - Walking|Junior Ranger Program|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,It is typically colder and more windy in New York Harbor than in elsewhere in the New York City metropolitan area. Winters are cold and damp. Spring and Fall can range from chilly to warm. Summers are warm to hot and humid.
stge,Ste. Geneviève,37.9792171421179,-90.0432157516479,"Established by 1750, Ste. Genevieve was the first permanent European settlement in Missouri. Early French Canadian settlers were drawn here by the rich agricultural land known as Le Grand Champ (the Big Field). After the flood of 1785, the town relocated to its present location on higher ground approximately three miles to the northwest of its original site.",Guided Tours|Self-Guided Tours - Walking,"The weather in Ste. Genevieve is typical of a midwestern climate. High heat and humidity, severe thunderstorms, snow and ice, and extreme cold are all possible depending upon the season. The average high in July is 88 degrees and the average low in January is 22 degrees. The area averages 41 inches of precipitation annually. Please plan your visit accordingly."
stea,Steamtown,41.40757521,-75.67037255,"You'd feel heat from the firebox, smell hot steam and oil; you'd hear the whistle, feel the ground vibrate, and watch as one-ton drive rods turned steel wheels. Remember the sound of ""chuff-chuff"" from the smokestack? Today, you can learn the history of steam railroad transportation, and the people who built, repaired and rode, as we work to preserve a special era in America's industrial history!",Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Hands-On|Junior Ranger Program|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"Warm and sometimes humid summers; cold and rainy or snowy winters. Wear seasonable clothing and good walking shoes. For travel aboard the summer and fall seasonal excursion trains, please note that the commuter-type coaches are not air-conditioned, or may not be heated. Therefore, we recommend that you dress appropriately for the season that you plan to visit us!"
stri,Stones River,35.87608652,-86.43078399,"The Battle of Stones River began on the last day of 1862 and was one of the bloodiest conflicts of the Civil War. The battle produced important military and political gains for the Union, and it changed forever the people who lived and fought here.",Arts and Culture|Cultural Demonstrations|Theater|Biking|Road Biking|Fishing|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Self-Guided Tours - Auto|Hands-On|Arts and Crafts|Hiking|Living History|Historic Weapons Demonstration|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store,"Summer is hot and humid with highs in the 90s. Spring and fall are pleasant. Winter temperatures are variable, but temperatures may drop below freezing with occasional snow."
ston,Stonewall,40.7337799072266,-74.0006866455078,"Before the 1960s almost everything about living openly as a lesbian, gay, bisexual, transgender, or queer (LGBTQ) person was illegal. New York City laws against homosexual activities were particularly harsh. The Stonewall Uprising on June 28, 1969 is a milestone in the quest for LGBTQ civil rights and provided momentum for a movement.",Guided Tours|Self-Guided Tours - Walking|Museum Exhibits,New York City experiences all four seasons. It is typically hot in the summer and cold in the winter with cool springs and autumns.
